pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
3991,203,22,22111,208380,65070,NA,W,7656,64,NA,2,5,6,3,1,1,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1232,2,1,1,NA,NA,NA,PARK RIDGE,60068,2541,0.859504132,0.001180638,0.034632035,0.03227076,0.136166863,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,95489,FALSE,FALSE,TRUE
3992,204,22,22111,381550,120190,NA,T,14140,66,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,1,3,1,2,2,0,1801,2,1,1,NA,NA,NA,PARK RIDGE,60068,3946,0.809173847,0.00430816,0.047643183,0.095793208,0.055752661,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
3993,278,23,23092,629610,138600,NA,W,6600,21,NA,1,1,7,3,1,3,1,5,1,2,3,3,0,2,2,2,2,3,1,1,1,0,2823,2,1,2,NA,NA,NA,WILMETTE,60091,4861,0.854350957,0.007611603,0.08331619,0.029623534,0.050195433,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,196371,FALSE,TRUE,TRUE
3994,203,71,71010,259750,50620,NA,W,3750,90,NA,3,1,6,4,1,3,1,5,1,1,2,2,1,2,NA,2,2,4,1,2,2,0,1730,2,1,5,1,NA,NA,CHICAGO,60646,5367,0.662567542,0.010247811,0.083845724,0.220234768,0.04620831,14000,Chicago,0,0,1,0,0,0,HITCH,TAFT HS,6.894,79122,FALSE,TRUE,TRUE
3995,204,14,14020,112090,33070,NA,T,6300,95,NA,2,1,6,3,1,3,2,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1844,2,1,5,1,NA,1,BLUE ISLAND,60406,5542,0.160591844,0.306207145,0.00667629,0.516961386,0.010285096,6704,Blue Island,0,0,1,0,0,0,SCHOOL DISTRICT  132,COMMUNITY HIGH SCHOOL  218,16.467,43870,FALSE,TRUE,TRUE
3996,234,37,37092,97710,36450,NA,O,8100,60,NA,2,1,6,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1294,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.107007851,0.851701076,0.00261704,0.038674033,0,70850,South Holland,0,0,3,1,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,67319,FALSE,TRUE,TRUE
3997,205,20,20081,139380,39900,NA,W,5320,94,NA,3,1,7,4,3,3,1,5,1,0,2,2,0,2,2,2,2,7,NA,NA,NA,0,2079,2,1,2,1,NA,NA,RIVER GROVE,60171,6306,0.703298446,1.59E-04,0.002378687,0.280526483,0.022835395,64343,River Grove,0,0,1,0,0,0,SCHOOL DISTRICT  85 1/2,COMMUNITY HIGH SCHOOL  212,10.752,48672,FALSE,FALSE,TRUE
3998,211,76,76030,157190,132000,NA,W,3000,117,2,2,2,10,6,1,1,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2132,2,2,2,NA,NA,1,CHICAGO,60616,2831,0.417873543,0.017661604,0.338396326,0.207700459,0.036736136,14000,Chicago,0,0,1,0,0,0,HEALY,TILDEN HS,6.89,50595,FALSE,FALSE,TRUE
3999,203,34,34020,232020,89350,NA,W,10212,72,NA,2,1,5,4,1,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1382,2,1,5,1,NA,NA,RIVERSIDE,60546,3616,0.842643805,0.011615044,0.009955752,0.129977876,0.011615044,64421,Riverside,0,0,1,0,0,1,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,TRUE,TRUE
4000,202,77,77120,230970,104550,NA,W,3075,142,NA,2,1,3,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,672,2,1,1,NA,NA,NA,CHICAGO,60612,1542,0.760700389,0.009079118,0.006485084,0.206225681,0.035019455,14000,Chicago,0,0,1,0,0,0,CHOPIN,CLEMENTE HS,6.89,86806,FALSE,TRUE,TRUE
4001,211,73,73041,336730,173900,NA,W,3623,107,2,2,2,11,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,2,1,2,2,0,2128,2,2,2,NA,NA,1,CHICAGO,60618,5431,0.819186154,0.011784202,0.036641502,0.078990978,0.102191125,14000,Chicago,0,0,2,1,0,0,COONLEY,AMUNDSEN HS,6.89,85671,FALSE,TRUE,TRUE
4002,206,31,31152,510700,57750,NA,T,6600,69,NA,3,1,8,5,1,1,1,5,1,1,2,4,0,2,2,2,2,3,1,2,2,0,2740,2,1,2,3,NA,NA,LA GRANGE PARK,60526,4538,0.948435434,0.005509035,0,0.043851917,0.004407228,40793,La Grange Park,0,0,1,0,0,1,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,135208,FALSE,TRUE,TRUE
4003,278,22,22130,394820,84530,NA,W,9945,16,NA,2,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,2,1,1,0,3620,2,1,2,NA,NA,NA,DES PLAINES,60018,3286,0.732501522,0.012172855,0.163724893,0.076688984,0.029823494,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,72946,FALSE,TRUE,TRUE
4004,205,72,72092,67480,33540,NA,O,5160,131,NA,1,2,8,4,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,2102,2,1,2,3,NA,NA,CHICAGO,60621,1975,0.018227848,0.86835443,0,0.113417722,0,14000,Chicago,0,0,1,0,0,0,MAYS,ROBESON HS,6.89,24500,FALSE,TRUE,TRUE
4005,203,19,19020,90190,119790,NA,T,43560,81,NA,2,1,6,4,1,3,2,5,2,0,1,2,0,NA,NA,2,2,2,1,2,2,0,1152,2,1,5,1,NA,NA,LEMONT,60439,5640,0.908865248,0.029078014,0.021276596,0.040780142,0,NA,NA,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.395,71250,FALSE,TRUE,TRUE
4006,207,18,18040,156590,19250,NA,W,7000,17,NA,1,1,7,3,1,3,1,5,1,0,3,2,1,2,1,2,2,3,1,1,1,0,1507,2,1,2,NA,NA,NA,ELGIN,60120,8215,0.437005478,0.009981741,0.30042605,0.242483262,0.020206939,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,97420,FALSE,TRUE,TRUE
4007,206,23,23022,729780,326700,NA,W,14520,107,NA,1,1,10,5,1,3,1,5,1,1,1,3,1,2,2,2,2,2,1,2,2,8,3939,2,1,2,1,NA,NA,WINNETKA,60093,3517,0.891384703,0,0.033266989,0.044924652,0.060847313,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,204148,FALSE,TRUE,TRUE
4008,202,37,37121,22320,19960,NA,O,7260,61,NA,3,1,5,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,975,2,1,1,NA,NA,NA,MARKHAM,60428,3361,0.009223445,0.98185064,0,0.005355549,0.003570366,47007,Markham,0,0,4,1,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.788,37500,FALSE,FALSE,TRUE
4009,205,72,72422,230120,53200,AV,T,5600,67,NA,2,1,6,3,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1901,2,1,2,NA,NA,NA,CHICAGO,60655,4552,0.765817223,0.094683656,0.037126538,0.090070299,0.024604569,14000,Chicago,0,0,1,0,0,0,CASSELL,MORGAN PARK HS,6.908,85798,FALSE,TRUE,TRUE
4010,210,31,31160,121740,14040,NA,W,2161,66,NA,3,1,4,2,2,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,982,2,1,2,NA,NA,NA,BROOKFIELD,60513,5502,0.800981461,0.010359869,0.029989095,0.139585605,0.038167939,8576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,FALSE,TRUE
4011,295,35,35074,194040,48190,NA,W,6219,32,NA,1,1,6,3,2,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,1,0,1582,2,1,2,NA,NA,NA,SCHAUMBURG,60193,7135,0.650595655,0.021023125,0.192571829,0.115487036,0.020322355,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.192,73136,FALSE,TRUE,TRUE
4012,234,16,16051,205040,59870,NA,W,9979,59,NA,2,1,7,3,3,1,1,5,2,0,2,2,0,NA,NA,2,2,4,2,2,2,0,1245,2,1,4,3,NA,NA,DES PLAINES,60016,5250,0.775809524,5.71E-04,0.100952381,0.107428571,0.03047619,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.478,83876,FALSE,TRUE,TRUE
4013,295,25,25061,278430,45020,NA,W,3752,31,NA,2,2,7,3,1,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,161,2418,2,1,2,NA,NA,NA,NORTHBROOK,60062,6242,0.864626722,0.054149311,0.060877924,0.008330663,0.019384813,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.476,103548,FALSE,TRUE,TRUE
4014,208,25,25011,752770,93060,NA,O,12408,20,NA,2,1,9,4,1,3,1,5,1,1,2,3,1,2,1,2,2,5,2,1,1,0,4576,2,1,2,3,NA,NA,GLENVIEW,60025,5186,0.512340918,0.037601234,0.333783263,0.112610875,0.00366371,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.064,45045,TRUE,TRUE,TRUE
4015,295,75,75022,186410,15810,NA,W,930,60,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1280,2,1,2,NA,NA,NA,CHICAGO,60645,4236,0.419499528,0.202549575,0.148961284,0.197119924,0.063739377,14000,Chicago,0,0,1,0,0,0,"ARMSTRONG, G",SULLIVAN HS,6.857803738,63977,FALSE,FALSE,TRUE
4016,295,18,18010,103380,24850,NA,W,2549,34,NA,1,1,6,3,2,3,1,5,1,0,2,1,1,2,2,2,2,1,1,1,1,0,1286,2,1,2,1,NA,NA,STREAMWOOD,60107,6215,0.431375704,0.068704747,0.209493162,0.253419147,0.074014481,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,72073,FALSE,TRUE,TRUE
4017,207,35,35040,199590,40610,NA,W,8550,48,NA,1,1,7,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,1720,2,1,2,NA,NA,NA,SCHAUMBURG,60194,3762,0.758373206,0.035619351,0.106592238,0.06539075,0.062466773,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655,78317,FALSE,TRUE,TRUE
4018,203,21,21031,307300,80380,NA,W,8932,66,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1266,2,1,1,NA,NA,NA,LA GRANGE,60526,5794,0.936658612,0.006731101,0.02140145,0.019848119,0.030721436,40767,La Grange,0,0,1,0,1,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.461,175078,FALSE,TRUE,TRUE
4019,203,72,72380,159910,49910,NA,T,4991,64,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1155,2,1,1,3,NA,NA,CHICAGO,60638,6064,0.534630607,0.008080475,0,0.434531662,0.040402375,14000,Chicago,0,0,1,0,0,1,BYRNE,KENNEDY HS,6.934,99667,FALSE,TRUE,TRUE
4020,295,24,24031,315280,6820,NA,W,853,20,NA,2,2,6,3,2,3,1,5,1,0,3,3,1,2,2,2,2,3,2,1,1,0,2161,2,1,3,NA,NA,NA,SKOKIE,60077,7783,0.429654375,0.06822562,0.296029809,0.133496081,0.145188231,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 69,COMMUNITY HIGH SCHOOL  219,11.024,58958,FALSE,TRUE,TRUE
4021,234,25,25090,284740,85540,NA,W,6983,52,NA,3,1,6,3,3,1,1,5,1,0,2,3,1,2,2,2,2,3,1,2,2,0,1378,2,1,4,3,NA,NA,NORTHFIELD,60093,5742,0.865029606,0,0.125043539,0.007314525,0.00522466,53663,Northfield,0,0,6,1,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104,140789,FALSE,TRUE,TRUE
4022,234,32,32181,92520,38590,NA,W,8125,45,NA,1,1,7,3,3,1,1,5,1,1,3,2,1,NA,NA,2,2,3,3,1,2,0,1565,2,1,4,NA,NA,NA,RICHTON PARK,60471,4415,0.058890147,0.87610419,0.011551529,0.014496036,0.07587769,63706,Richton Park,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,19.051,86160,FALSE,TRUE,TRUE
4023,203,31,31160,177050,40130,NA,W,6175,98,NA,4,1,7,4,1,3,1,5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,1924,2,1,5,1,NA,NA,BROOKFIELD,60513,5502,0.800981461,0.010359869,0.029989095,0.139585605,0.038167939,8576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,FALSE
4024,203,13,13130,132550,40520,NA,W,10130,54,NA,3,1,5,2,1,1,1,5,1,0,3,1,1,2,NA,2,2,1,3,1,2,0,1040,2,1,1,NA,NA,NA,OAK FOREST,60452,6512,0.766891892,0.027334152,0.072481572,0.133292383,0,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,13.813,80365,FALSE,TRUE,TRUE
4025,234,30,30010,173410,51420,NA,W,8943,57,NA,3,1,5,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,2,1,1,0,1092,2,1,4,NA,NA,NA,HICKORY HILLS,60457,4123,0.845258307,0.009459132,0.015280136,0.124423963,0.005578462,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,99306,FALSE,TRUE,TRUE
4026,204,30,30070,227690,65910,GD,W,20280,61,NA,2,1,7,4,2,3,2,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,1957,2,1,1,NA,NA,NA,PALOS PARK,60464,3650,0.868219178,0.01260274,0.05369863,0.045753425,0.036986301,57407,Palos Park,0,0,1,0,0,1,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,8.945,84116,FALSE,TRUE,TRUE
4027,295,76,76011,360130,136620,NA,W,1188,30,NA,2,1,6,2,2,3,1,5,1,1,3,2,1,2,2,2,2,1,2,1,1,0,1681,2,1,3,NA,NA,NA,CHICAGO,60605,3475,0.448057554,0.30676259,0.196546763,0.016690647,0.061294964,14000,Chicago,0,0,1,0,0,0,SOUTH LOOP,PHILLIPS HS,6.89,77578,FALSE,TRUE,TRUE
4028,278,37,37200,143840,60620,NA,O,12764,42,NA,3,1,9,3,1,1,1,5,1,2,3,2,1,2,2,1,2,4,2,1,2,0,2585,2,1,2,NA,NA,NA,SOUTH HOLLAND,60473,2320,0.106896552,0.837068966,0.014224138,0.014655172,0.046982759,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,78841,FALSE,TRUE,TRUE
4029,203,71,71071,193070,50620,NA,W,3750,104,NA,2,1,6,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,2,1,2,2,0,1203,2,1,1,3,NA,1,CHICAGO,60630,4264,0.309333959,0.042682927,0.165806754,0.455206379,0.053939962,14000,Chicago,0,0,1,0,0,0,HAUGAN,ROOSEVELT HS,6.901516611,62264,FALSE,TRUE,TRUE
4030,278,37,37190,161050,53800,NA,W,11328,34,NA,2,1,12,5,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2955,2,1,2,NA,NA,NA,LANSING,60438,4141,0.348708042,0.503260082,0,0.113740642,0.068582468,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,53343,FALSE,TRUE,TRUE
4031,204,28,28050,234000,31870,NA,T,7500,49,NA,2,1,7,4,4,3,1,5,1,0,3,1,1,2,2,2,2,3,3,1,2,0,1931,2,1,1,NA,NA,NA,TINLEY PARK,60477,7741,0.817336261,0.020927529,0.012789045,0.137837489,0.022219352,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,66981,FALSE,TRUE,TRUE
4032,202,22,22085,212100,56700,NA,W,6300,70,NA,2,1,6,3,1,1,1,5,1,0,2,1,0,NA,NA,2,2,2,1,2,2,0,838,2,1,5,1,NA,NA,GLENVIEW,60025,4378,0.780036546,0.007537688,0.117176793,0.070351759,0.046368205,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.164,83894,FALSE,TRUE,TRUE
4033,234,14,14030,94230,19680,NA,O,3750,13,NA,3,1,6,3,3,1,1,5,1,0,3,2,0,2,1,2,2,7,NA,NA,NA,0,1223,2,1,4,NA,NA,NA,CALUMET PARK,60827,4202,0.012613041,0.881485007,0,0.07591623,0.059971442,10513,Calumet Park,0,0,1,0,0,0,SCHOOL DISTRICT  132,COMMUNITY HIGH SCHOOL  218,19.59,43560,FALSE,FALSE,TRUE
4034,204,25,25072,257810,82400,NA,T,7848,76,NA,3,1,7,3,3,3,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1932,2,1,1,NA,NA,NA,NORTHBROOK,60062,5742,0.865029606,0,0.125043539,0.007314525,0.00522466,53481,Northbrook,0,0,6,-1,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,140789,FALSE,FALSE,TRUE
4035,234,37,37022,33370,13990,NA,W,4666,57,NA,2,1,5,3,3,1,3,5,1,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1235,2,1,4,1,NA,NA,HARVEY,60426,3768,0.018312102,0.897558386,0.001857749,0.0735138,0.017515924,33383,Harvey,0,0,3,1,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.613,31716,FALSE,TRUE,TRUE
4036,206,71,71071,429890,91120,NA,W,6750,112,NA,4,1,11,5,1,3,1,2,2,1,2,2,1,2,2,2,2,3,1,2,2,0,2463,2,1,2,3,1,NA,CHICAGO,60630,2577,0.522312767,0.005820722,0.13814513,0.235933256,0.188203337,14000,Chicago,0,0,1,0,0,0,BELDING,SCHURZ HS,6.917,69844,FALSE,TRUE,TRUE
4037,278,29,29050,381540,41170,NA,W,11763,17,NA,1,1,8,4,1,3,1,5,1,0,2,2,1,2,2,2,2,5,1,1,2,0,3263,2,1,2,3,NA,NA,PALATINE,60067,7294,0.663421991,0.040855498,0.135316699,0.152042775,0.014943789,57225,Palatine,0,0,4,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,65639,FALSE,TRUE,TRUE
4038,210,70,70111,42920,48000,NA,W,6000,101,NA,4,1,5,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,2,2,2,0,1248,2,1,2,NA,NA,NA,CHICAGO,60619,1807,0,0.995572773,0,0.004427227,0,14000,Chicago,0,0,6,1,0,0,GILLESPIE,HARLAN HS,6.908,71417,FALSE,TRUE,TRUE
4039,209,21,21061,1352370,246750,NA,T,21000,39,NA,2,1,10,4,1,3,1,5,1,2,3,3,1,2,2,2,2,5,2,1,1,0,5122,1,1,2,NA,NA,2,HINSDALE,60521,2196,0.693533698,0.007741348,0.193533698,0.096539162,0.017304189,35307,Hinsdale,0,0,1,0,0,0,SCHOOL DISTRICT C C  181,HINSDALE TOWNSHIP HIGH SCHOOL  86,7.213,218000,TRUE,TRUE,TRUE
4040,202,72,72121,36430,20310,NA,W,3125,93,NA,2,1,4,2,1,3,2,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,825,2,1,1,3,NA,1,CHICAGO,60636,4064,0.007135827,0.969980315,0,0.006643701,0.032480315,14000,Chicago,0,0,4,1,0,0,RANDOLPH,HARPER HS,6.873317191,43063,FALSE,FALSE,TRUE
4041,211,77,77103,259180,61670,NA,W,2937,21,3,2,1,14,6,1,2,1,5,1,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3864,2,2,2,NA,NA,NA,CHICAGO,60612,2172,0.17679558,0.452578269,0.120165746,0.229742173,0.041436464,14000,Chicago,0,0,3,0,0,0,JENSEN,MANLEY HS,6.913,80313,FALSE,FALSE,TRUE
4042,203,72,72200,99230,39310,NA,W,4914,67,NA,2,1,5,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1094,2,1,1,3,NA,NA,CHICAGO,60652,3373,0.053364957,0.909279573,0,0.018381263,0.037948414,14000,Chicago,0,0,3,1,0,0,CARROLL,BOGAN HS,6.949,95750,FALSE,TRUE,TRUE
4043,203,71,71082,189870,69300,NA,W,3150,116,NA,1,1,5,2,1,3,2,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1071,2,1,5,1,NA,NA,CHICAGO,60618,4693,0.470274877,0.046239079,0.060941828,0.381632218,0.081823993,14000,Chicago,0,0,4,1,0,0,HENRY,ROOSEVELT HS,6.901516611,56029,FALSE,TRUE,TRUE
4044,203,71,71430,162860,46500,NA,W,3720,66,NA,1,1,4,2,2,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1021,2,1,1,NA,NA,NA,CHICAGO,60656,4789,0.705366465,0.011067029,0.068907914,0.205262059,0.018793067,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.884772382,75601,FALSE,TRUE,TRUE
4045,203,71,71430,197360,57500,NA,T,4600,69,NA,2,1,6,3,1,3,1,5,1,0,1,1,1,2,2,2,2,2,1,2,2,0,1089,2,1,1,3,NA,NA,CHICAGO,60656,4700,0.797659574,8.51E-04,0.037234043,0.153617021,0.021276596,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.894,81458,FALSE,TRUE,TRUE
4046,203,37,37183,91610,34740,NA,W,7315,57,NA,1,1,5,3,1,1,1,5,1,0,3,1,1,2,NA,2,2,1,1,1,2,0,1088,2,1,1,NA,NA,NA,LANSING,60438,4549,0.381622335,0.482963289,0.028577709,0.094746098,0.024181139,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,TRUE,TRUE
4047,211,71,71120,177010,53940,NA,W,3720,100,2,1,1,6,4,2,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2200,2,2,2,NA,NA,NA,CHICAGO,60641,2606,0.093630084,0.013814275,0.024174981,0.864543361,0.007674597,14000,Chicago,0,0,1,0,0,1,FALCONER,FOREMAN HS,6.894,37629,FALSE,TRUE,TRUE
4048,211,77,77091,89710,36710,NA,W,3125,122,3,2,1,9,6,2,3,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,2858,2,2,2,NA,NA,NA,CHICAGO,60623,655,0.00610687,0.861068702,0,0.132824427,0,14000,Chicago,0,0,1,0,0,0,CROWN,FARRAGUT HS,6.913,21974,FALSE,FALSE,TRUE
4049,205,77,77170,598770,109200,NA,W,2400,142,NA,3,2,7,4,2,3,2,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,2193,2,1,2,NA,NA,NA,CHICAGO,60647,3136,0.721619898,0.031568878,0.044961735,0.167729592,0.06505102,14000,Chicago,0,0,8,1,0,0,PULASKI,CLEMENTE HS,6.915,133438,FALSE,TRUE,TRUE
4050,203,72,72323,93360,23430,NA,W,3125,58,NA,3,1,5,3,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1040,2,1,1,NA,NA,NA,CHICAGO,60643,3814,0.004719455,0.940482433,0,0.038804405,0.031987415,14000,Chicago,0,0,1,0,0,0,MOUNT VERNON,JULIAN HS,6.908,40692,FALSE,TRUE,TRUE
4051,203,24,24051,212000,60880,NA,W,7380,64,NA,2,1,8,3,1,1,1,5,1,1,1,2,0,2,NA,2,2,7,NA,NA,NA,0,1215,2,1,1,3,NA,NA,SKOKIE,60076,4064,0.568651575,0.068405512,0.241141732,0.050688976,0.142224409,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 68,COMMUNITY HIGH SCHOOL  219,8.449,63580,FALSE,FALSE,TRUE
4052,205,75,75040,235950,73950,NA,W,5100,73,NA,2,1,7,4,1,3,1,5,1,0,3,1,1,2,NA,2,2,1,2,1,2,0,1703,2,1,2,NA,NA,1,CHICAGO,60645,5472,0.738852339,0.036915205,0.109649123,0.082419591,0.054276316,14000,Chicago,0,0,3,1,0,0,WEST RIDGE,MATHER HS,6.857803738,54496,FALSE,TRUE,TRUE
4053,203,72,72030,127030,60000,NA,T,6000,63,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1050,2,1,1,NA,NA,NA,CHICAGO,60629,7211,0.206351408,0,0,0.793648592,0,14000,Chicago,0,0,1,0,0,0,AZUELA,HUBBARD HS,6.934,48678,FALSE,TRUE,TRUE
4054,203,29,29060,172900,41040,NA,W,11726,75,NA,2,1,6,4,1,3,1,5,1,0,3,2,0,1,2,2,2,1,1,2,2,0,1417,2,1,1,NA,NA,NA,PALATINE,60074,4559,0.801710902,0.02039921,0.058784821,0.099363896,0.037508225,57225,Palatine,0,0,4,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,84615,FALSE,TRUE,TRUE
4055,203,71,71430,217250,75000,NA,W,6000,66,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1134,2,1,1,NA,NA,NA,CHICAGO,60630,5720,0.643881119,0,0.082692308,0.248251748,0.045804196,14000,Chicago,0,0,1,0,0,0,HITCH,TAFT HS,6.894,81014,FALSE,TRUE,TRUE
